height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,assistCross,assistCorner,assistThroughball,assistFreekick,assistThrowin,assistOther,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,assist,ranking
184,76,22,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,6,0,0,0,0,0,0,0,Japhet Tanganga,Japhet,Tanganga,384063,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.698333333333333,489,0,210
0,0,21,false,true,-DL-,D(L),England,gb-eng,EPL,19,0,1,0,0,0,0,0,Tyrick Mitchell,Tyrick,Mitchell,389579,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.697894736842105,1710,1,211
183,78,20,false,true,-DC-DMC-,"D(C),DMC",England,gb-wls,EPL,25,0,0,0,0,0,0,0,Ethan Ampadu,Ethan,Ampadu,322418,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6975999999999996,2091,0,212
190,80,23,false,true,-FW-,FW,England,gb-eng,EPL,22,0,0,0,0,0,0,1,Tammy Abraham,Tammy,Abraham,317506,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.695909090909091,1036,1,213
201,93,33,false,true,-GK-,GK,England,gb-eng,EPL,8,0,0,0,0,0,0,0,Fraser Forster,Fraser,Forster,29796,Goalkeeper,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.695,720,0,214
187,80,26,false,true,-DC-DR-,D(CR),England,se,EPL,29,0,0,0,0,0,0,1,Victor Lindelöf,Victor,Lindelöf,100008,Defender,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.694482758620691,2586,1,215
180,71,25,false,true,-DC-DR-MR-,"D(CR),M(R)",England,nl,EPL,22,0,1,0,0,0,0,0,Kenny Tete,Kenny,Tete,145996,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.693636363636363,1483,1,216
190,80,32,false,true,-DC-DR-MC-MR-,"D(CR),M(CR)",England,gb-eng,EPL,31,0,0,0,0,0,0,1,Chris Basham,Chris,Basham,35607,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.69290322580645,2586,1,217
178,74,26,false,true,-DR-MR-,"D(R),M(R)",England,es,EPL,25,0,0,0,0,0,0,2,Héctor Bellerín,Héctor,Bellerín,125211,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.691999999999999,2093,2,218
165,58,25,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,pt,EPL,24,0,2,0,0,0,0,0,Daniel Podence,Daniel,Castelo Podence,300513,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.682916666666666,1679,2,219
178,70,24,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-sct,EPL,27,0,3,0,0,0,0,0,Kieran Tierney,Kieran,Tierney,297403,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.680740740740741,2302,3,220
191,86,29,false,true,-FW-,FW,England,sn,EPL,16,0,1,0,0,0,0,1,Mbaye Diagne,Mbaye,Diagne,142072,Forward,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.675625000000001,1194,2,221
188,79,25,false,true,-AMC-AML-FW-,"AM(CL),FW",England,gb-sct,EPL,23,0,0,0,0,0,0,0,Oliver McBurnie,Oliver,McBurnie,138695,Forward,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.674347826086956,1319,0,222
170,61,34,false,true,-MC-,M(C),England,pt,EPL,33,0,0,0,0,1,0,0,João Moutinho,João Filipe Iria,Santos Moutinho,16161,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.674242424242425,2534,1,223
175,66,23,false,true,-MC-,M(C),England,br,EPL,33,0,0,0,0,0,0,2,Douglas Luiz,Douglas Luiz,Soares de Paulo,337883,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673939393939393,2790,2,224
184,71,34,false,true,-AML-AMR-FW-,"AM(LR),FW",England,uy,EPL,26,0,1,0,2,0,0,0,Edinson Cavani,Edinson,Cavani,24328,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673076923076923,1372,3,225
182,77,30,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,es,EPL,26,0,0,0,1,0,0,1,Rodrigo,Rodrigo,Moreno,83459,Forward,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673076923076923,1291,2,226
188,82,31,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,22,0,0,0,0,0,0,0,Craig Dawson,Craig,Dawson,73063,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.670909090909092,1926,0,227
176,70,27,false,true,-DL-ML-,"D(L),M(L)",England,gb-eng,EPL,29,0,1,0,0,0,0,0,Charlie Taylor,Charlie,Taylor,107462,Defender,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6703448275862085,2429,1,228
187,81,25,false,true,-DC-,D(C),England,co,EPL,18,0,0,0,0,0,0,0,Davinson Sánchez,Davinson,Sánchez,322655,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.67,1487,0,229
185,79,26,false,true,-DC-DMC-,"D(C),DMC",England,gb-eng,EPL,24,0,0,0,0,0,0,0,Isaac Hayden,Isaac,Hayden,136356,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.668333333333334,1946,0,230
186,79,31,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,is,EPL,36,0,4,2,1,0,0,0,Gylfi Sigurdsson,Gylfi,Sigurdsson,69346,Midfielder,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.667777777777779,2256,5,231
185,73,30,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,24,0,0,0,0,0,0,1,Danny Welbeck,Danny,Welbeck,39308,Forward,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.664166666666667,1547,1,232
183,82,29,false,true,-DC-DL-,D(CL),England,gb-wls,EPL,15,0,0,0,0,0,0,0,Paul Dummett,Paul,Dummett,112009,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.664,1256,0,233
179,74,26,false,true,-DR-ML-MR-,"D(R),M(LR)",England,gb-eng,EPL,26,0,3,0,0,0,0,0,Jacob Murphy,Jacob,Murphy,141486,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.663076923076924,1621,3,234
191,82,22,false,true,-DC-DL-,D(CL),England,gh,EPL,12,0,0,0,0,0,0,0,Mohammed Salisu,Mohammed,Salisu,362357,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.662499999999999,843,0,235
188,88,27,false,true,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,28,0,0,0,0,0,0,0,Eric Dier,Eric,Dier,117973,Midfielder,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.659285714285715,2520,0,236
180,75,20,false,true,-AML-FW-,"AM(L),FW",England,br,EPL,14,0,1,0,0,0,0,0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,380706,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.657857142857144,588,1,237
181,72,26,false,true,-DR-MC-MR-,"D(R),M(CR)",England,gb-eng,EPL,31,0,1,0,0,0,0,1,Harrison Reed,Harrison,Reed,135724,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.655483870967741,2251,2,238
174,70,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,py,EPL,34,0,0,0,0,0,0,1,Miguel Almirón,Miguel,Almirón,303924,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.655294117647061,2438,1,239
0,0,20,false,true,-DL-ML-,"D(L),M(L)",England,,EPL,14,0,0,0,0,0,0,0,Luke Thomas,Luke,Thomas,396317,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.652857142857142,972,0,240
175,77,32,false,true,-AMC-AML-AMR-,AM(CLR),England,br,EPL,25,0,3,1,0,1,0,2,Willian,Willian,Borges Da Silva,29463,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.651600000000002,1407,5,241
177,67,32,false,true,-DC-DR-MR-,"D(CR),M(R)",England,ie,EPL,25,0,0,0,0,0,0,3,Séamus Coleman,Séamus,Coleman,31826,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.650400000000001,1612,3,242
188,83,26,false,true,-DC-DMC-,"D(C),DMC",England,be,EPL,33,0,0,0,0,0,0,0,Leander Dendoncker,Leander,Dendoncker,124106,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.65030303030303,2501,0,243
178,72,28,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gh,EPL,27,0,2,0,0,0,0,1,Jeffrey Schlupp,Jeffrey,Schlupp,91822,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.64962962962963,1426,3,244
188,85,24,false,true,-GK-,GK,England,gb-eng,EPL,13,0,0,0,0,0,0,0,Dean Henderson,Dean,Henderson,304008,Goalkeeper,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.648461538461539,1125,0,245
185,77,27,false,true,-GK-,GK,England,gb-eng,EPL,31,0,0,0,0,0,0,0,Jordan Pickford,Jordan,Pickford,110189,Goalkeeper,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.647096774193549,2743,0,246
183,75,33,false,true,-DR-MR-,"D(R),M(R)",England,eg,EPL,14,0,0,0,0,0,0,0,Ahmed El Mohamady,Ahmed Eissa,El Mohamady Abdel Fattah,34876,Defender,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.642857142857143,832,0,247
194,92,24,false,true,-DC-,D(C),England,fr,EPL,18,0,0,0,0,0,0,0,Issa Diop,Issa,Diop,300359,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.642777777777778,1379,0,248
173,70,33,false,true,-AMC-AML-FW-,"AM(CL),FW",England,ar,EPL,12,0,0,0,0,0,0,1,Sergio Agüero,Sergio,Agüero,14260,Forward,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.641666666666668,559,1,249
185,88,31,false,true,-DC-DL-,D(CL),England,ie,EPL,22,0,0,0,0,0,0,0,Ciaran Clark,Ciaran,Clark,70099,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.641363636363635,1893,0,250
190,83,32,false,true,-DC-,D(C),England,ar,EPL,24,0,0,0,0,0,0,0,Federico Fernández,Federico,Fernández,44847,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.635833333333333,2083,0,251
172,76,31,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gb-sct,EPL,18,0,2,1,0,0,0,0,Matt Ritchie,Matt,Ritchie,68648,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.635555555555555,1352,2,252
184,63,24,false,true,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,28,0,0,0,0,0,0,0,Mason Holgate,Mason,Holgate,297544,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.634642857142857,2290,0,253
182,0,21,false,true,-AMC-,AM(C),England,gb-eng,EPL,30,0,1,1,0,0,0,1,Conor Gallagher,Conor,Gallagher,375621,Midfielder,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.633666666666667,2532,2,254
175,80,31,false,true,-DMC-,DMC,England,gb-eng,EPL,38,0,2,2,0,0,0,1,Ashley Westwood,Ashley,Westwood,79050,Midfielder,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.633421052631578,3411,3,255
172,72,28,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,br,EPL,30,0,0,0,0,0,0,4,Lucas Moura,Lucas,Rodrigues Moura da Silva,92508,Forward,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.630333333333334,1403,4,256
176,63,26,false,true,-DL-ML-,"D(L),M(L)",England,it,EPL,2,0,0,0,0,0,0,0,Emerson,Emerson,Palmieri dos Santos,101955,Defender,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.630000000000001,89,0,257
185,85,26,false,true,-DL-DMC-ML-,"D(L),DMC,M(L)",England,fr,EPL,13,0,0,0,0,0,0,1,Benjamin Mendy,Benjamin,Mendy,105962,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6269230769230765,955,1,258
184,82,24,false,true,-DC-DL-DR-ML-MR-,"D(CLR),M(LR)",England,ng,EPL,31,0,0,0,0,0,0,1,Ola Aina,Ola,Aina,315543,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.626774193548387,2671,1,259
190,83,36,false,true,-GK-,GK,England,pl,EPL,35,0,0,0,0,0,0,0,Lukasz Fabianski,Lukasz,Fabianski,20973,Goalkeeper,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6248571428571426,3150,0,260
183,76,25,false,true,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,35,0,1,0,0,0,0,2,Darnell Furlong,Darnell,Furlong,262401,Defender,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6245714285714286,2932,3,261
175,69,30,false,true,-MC-ML-MR-,M(CLR),England,nl,EPL,38,0,0,0,0,0,0,0,Georginio Wijnaldum,Georginio,Wijnaldum,33568,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.622894736842106,2947,0,262
177,68,25,false,true,-FW-MC-MR-,"M(CR),FW",England,ar,EPL,18,0,0,0,1,0,0,0,Giovani Lo Celso,Giovani,Lo Celso,303908,Midfielder,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.617222222222222,950,1,263
173,63,29,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,mk,EPL,36,0,0,0,1,0,0,2,Ezgjan Alioski,Ezgjan,Alioski,137161,Midfielder,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.616666666666668,2466,3,264
171,76,23,false,true,-AML-AMR-FW-,"AM(LR),FW",England,gb-wls,EPL,15,0,1,0,0,0,0,0,Daniel James,Daniel,James,302313,Midfielder,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.614000000000001,914,1,265
188,86,27,false,true,-GK-,GK,England,br,EPL,36,0,0,0,0,0,0,1,Ederson,Ederson,Santana de Moraes,121774,Goalkeeper,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.613333333333334,3240,1,266
175,70,27,false,true,-DL-DR-MR-,"D(LR),M(R)",England,pt,EPL,15,0,0,0,0,0,0,1,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,120763,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.613333333333332,959,1,267
168,64,27,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,11,0,0,0,0,0,0,1,Jack Robinson,Jack,Robinson,86594,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.606363636363636,875,1,268
0,0,18,false,true,,Midfielder,England,,EPL,4,0,0,0,0,0,0,0,Fabio Carvalho,Fabio,Carvalho,401385,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.605,255,0,269
188,83,22,false,true,-FW-MC-MR-,"M(CR),FW",England,de,EPL,27,0,0,0,0,0,0,3,Kai Havertz,Kai,Havertz,326413,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6,1522,3,270
182,78,23,false,true,-DC-DMC-,"D(C),DMC",England,gb-eng,EPL,36,0,0,0,0,0,0,0,Ben White,Ben,White,322036,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.59888888888889,3195,0,271
178,72,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,es,EPL,25,0,0,0,0,0,0,1,Ayoze Pérez,Ayoze,Pérez,135366,Forward,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.598000000000001,1333,1,272
188,89,27,false,true,-DC-,D(C),England,gb-eng,EPL,19,0,0,0,0,0,0,0,Jamaal Lascelles,Jamaal,Lascelles,105171,Defender,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.597368421052631,1628,0,273
184,85,27,false,true,-DMC-,DMC,England,ga,EPL,28,0,0,0,0,0,0,0,Mario Lemina,Mario,Lemina,123481,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.597142857142856,1705,0,274
197,90,23,false,true,-GK-,GK,England,es,EPL,27,0,0,0,0,0,0,0,Robert Sánchez,Robert,Sánchez,362151,Goalkeeper,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.59074074074074,2430,0,275
172,67,25,false,true,-AMC-AML-AMR-,AM(CLR),England,dz,EPL,30,0,1,0,1,0,0,4,Saïd Benrahma,Saïd,Benrahma,137021,Forward,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.590333333333334,1392,6,276
172,64,26,false,true,-MC-,M(C),England,gn,EPL,10,0,0,0,0,0,0,0,Naby Keita,Naby,Keita,243510,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.590000000000001,524,0,277
192,85,24,false,true,-DC-DMC-,"D(C),DMC",England,de,EPL,17,0,0,0,0,0,0,0,Robin Koch,Robin,Koch,276205,Defender,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.589411764705882,1131,0,278
0,0,24,false,true,-DC-,D(C),England,gb-eng,EPL,18,0,0,0,0,0,0,1,Maximilian Kilman,Maximilian,Kilman,368310,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.587777777777778,1307,1,279
185,75,28,false,true,-DC-,D(C),England,ie,EPL,31,0,0,0,0,0,0,1,John Egan,John,Egan,108632,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.580000000000002,2630,1,280
185,75,20,false,true,-MC-,M(C),England,gb-eng,EPL,24,0,0,0,1,0,0,1,Curtis Jones,Curtis,Jones,355354,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.578749999999999,1178,2,281
194,85,32,false,true,-DMC-,DMC,England,rs,EPL,20,0,0,0,0,0,0,0,Nemanja Matic,Nemanja,Matic,38128,Midfielder,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.578500000000001,1102,0,282
188,76,34,false,true,-DC-,D(C),England,gb-eng,EPL,15,0,0,0,0,0,0,0,Scott Dann,Scott,Dann,12124,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.576000000000001,1350,0,283
180,75,26,false,true,-DC-DL-DMC-,"D(CL),DMC",England,nl,EPL,10,0,0,0,0,0,0,0,Nathan Aké,Nathan,Aké,122945,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.574000000000001,797,0,284
180,70,23,false,true,-DC-,D(C),England,gb-wls,EPL,12,0,0,0,0,0,0,0,Joe Rodon,Joe,Rodon,302312,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.572500000000001,732,0,285
173,69,24,false,true,-AMC-FW-,"AM(C),FW",England,fr,EPL,33,0,0,0,1,0,0,1,Neal Maupay,Neal,Maupay,119822,Forward,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.571818181818183,2519,2,286
193,86,35,false,true,-DC-,D(C),England,gb-eng,EPL,20,0,0,0,0,0,0,1,Gary Cahill,Gary,Cahill,11981,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.571,1800,1,287
189,83,31,false,true,-DC-DMC-DR-,"D(CR),DMC",England,sn,EPL,36,0,0,0,0,0,0,0,Cheikhou Kouyaté,Cheikhou,Kouyaté,66741,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.570833333333334,3123,0,288
176,68,32,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,gb-eng,EPL,21,0,0,0,0,0,0,3,Theo Walcott,Theo,Walcott,13796,Forward,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.563809523809523,1629,3,289
186,76,26,false,true,-DL-DR-ML-,"D(LR),M(L)",England,br,EPL,3,0,0,0,0,0,0,0,Bernardo,Bernardo,Fernandes da Silva Junior,302588,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5633333333333335,204,0,290
181,76,28,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-wls,EPL,20,0,0,0,0,0,0,1,Ben Davies,Ben,Davies,103837,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.561,1340,1,291
197,86,29,false,true,-GK-,GK,England,sn,EPL,31,0,0,0,0,0,0,0,Édouard Mendy,Édouard,Mendy,321390,Goalkeeper,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.560645161290322,2746,0,292
179,70,20,false,true,-DL-ML-,"D(L),M(L)",England,fr,EPL,21,0,0,0,0,0,0,1,Rayan Aït-Nouri,Rayan,Aït-Nouri,355401,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.558095238095239,1406,1,293
190,83,29,false,true,-GK-,GK,England,de,EPL,35,0,0,0,0,0,0,0,Bernd Leno,Bernd,Leno,92173,Goalkeeper,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.555428571428571,3132,0,294
186,80,30,false,true,-DMC-,DMC,England,rs,EPL,31,0,1,0,0,0,0,0,Luka Milivojevic,Luka,Milivojevic,70493,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.554838709677418,2365,1,295
188,77,23,false,true,-GK-,GK,England,gb-eng,EPL,38,0,0,0,0,0,0,0,Aaron Ramsdale,Aaron,Ramsdale,316858,Goalkeeper,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5523684210526305,3420,0,296
173,69,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,29,0,1,0,1,0,0,1,Nathan Redmond,Nathan,Redmond,86425,Midfielder,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5520689655172415,1731,3,297
188,83,31,false,true,-DL-DMC-DR-MR-,"D(LR),DMC,M(R)",England,gb-eng,EPL,26,0,1,0,0,0,0,0,Joel Ward,Joel,Ward,43105,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.551538461538461,2255,1,298
186,76,26,false,true,-GK-,GK,England,is,EPL,1,0,0,0,0,0,0,0,Rúnar Alex Rúnarsson,Rúnar Alex,Rúnarsson,141841,Goalkeeper,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.55,16,0,299
189,89,34,false,true,-GK-,GK,England,dk,EPL,38,0,0,0,0,0,0,0,Kasper Schmeichel,Kasper,Schmeichel,19545,Goalkeeper,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.547894736842106,3420,0,300
185,72,24,false,true,-DC-,D(C),England,gb-eng,EPL,13,0,0,0,0,0,0,0,Kean Bryan,Kean,Bryan,318890,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.546923076923078,1007,0,301
175,73,27,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,pt,EPL,36,0,0,0,0,0,0,0,Ivan Cavaleiro,Ivan,Cavaleiro,137386,Forward,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.544444444444444,2476,0,302
180,75,25,false,true,-MC-ML-MR-,M(CLR),England,ng,EPL,30,0,0,0,0,0,0,2,Alex Iwobi,Alex,Iwobi,136824,Forward,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.540333333333334,1543,2,303
170,63,33,false,true,-AMC-AML-AMR-,AM(CLR),England,es,EPL,9,0,1,1,1,0,0,0,Juan Mata,Juan,Mata,25363,Midfielder,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.536666666666666,510,2,304
178,69,20,false,true,-DR-MR-,"D(R),M(R)",England,gb-eng,EPL,16,0,0,0,0,0,0,0,Jayden Bogle,Jayden,Bogle,354291,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5325,1109,0,305
185,73,28,false,true,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,37,0,0,0,0,0,0,0,Conor Coady,Conor,Coady,97710,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5321621621621615,3304,0,306
185,75,27,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,18,0,0,0,0,0,0,0,Jack Stephens,Jack,Stephens,92550,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.52111111111111,1539,0,307
170,68,28,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,gb-eng,EPL,33,0,1,0,0,0,0,1,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,134332,Forward,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.5178787878787885,2383,2,308
178,71,27,false,true,-DMC-,DMC,England,zw,EPL,13,0,0,0,0,0,0,0,Marvelous Nakamba,Marvelous,Nakamba,243249,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.516923076923077,751,0,309
188,98,34,false,true,-GK-,GK,England,ie,EPL,3,0,0,0,0,0,0,0,Darren Randolph,Darren,Randolph,19782,Goalkeeper,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.516666666666667,270,0,310
192,93,34,false,true,-FW-,FW,England,fr,EPL,17,0,0,0,0,0,0,0,Olivier Giroud,Olivier,Giroud,24444,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.516470588235293,747,0,311
182,80,29,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gh,EPL,33,0,1,0,0,0,0,2,Jordan Ayew,Jordan,Ayew,67491,Forward,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.515454545454546,2098,3,312
183,84,31,false,true,-MC-,M(C),England,pl,EPL,35,0,1,0,0,0,0,4,Mateusz Klich,Mateusz,Klich,69638,Midfielder,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.514285714285715,2399,5,313
170,72,29,false,true,-MC-,M(C),England,gb-sct,EPL,31,0,2,1,0,0,0,0,John Fleck,John,Fleck,30448,Midfielder,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.514193548387096,2577,2,314
